StoreName,Review,Keywords_Sentiments
마더린러 베이글,맛있어요 역시 근본 맛집,"맛있어요(Positive), 근본 맛집(Positive)"
번패티번 외대,직원분들이 너무 친절하시고 메뉴도 많아서 좋았습니다 다음번에는 와서 스텔라 1 1 이벤트 상품도 구매해서 맥주한잔 해야겠네요,"직원분들 친절(Positive), 메뉴 많음(Positive), 스텔라 1 1 이벤트(Positive)"
안녕유부,치즈우동볶이가 정말 맛있어요둘이서 이렇게 시키고 배부르게 잘 먹었습니다앞으로 자주 방문할게요!,"치즈우동볶이(Positive), 맛있어요(Positive), 배부르게(Positive), 자주 방문할게요(Positive)"
파사주,음식온도가 좀 더 따뜻했으면 좋겠네요,음식온도(Negative)
이상한떡볶이집,위생이 그닥입니다,위생(Negative)
최원석의돼지한판&서해쭈꾸미 시립대점,고기를 구워주셔서 가족들끼리 편하게 먹을 수 있어서 좋아요. 다음에 또 방문하고 싶어요 직원분들도 친절하셨어요. 감사합니다.,"고기를 구워주다(Positive), 편하게 먹다(Positive), 직원분들 친절하다(Positive)"
김판석초밥,오랜만에 김판석 초밥 다시 왔는데 역시 가성비 좋고 맛있게 먹고 갑니당,"오랜만에 김판석 초밥(Positive), 가성비 좋다(Positive), 맛있게 먹다(Positive)"
회기왕족발보쌈,나의 인생보쌈누가 보쌈먹자하면 여기가 가장먼저 떠오름,"인생보쌈(Positive), 보쌈먹자(Positive)"
비밀베이커리 이대점,회사 가서 같이 먹으라고 남자친구가 비밀 사줬어요 ️샌드위치 너무 맛있어요 조합 무슨일 야채 신선하고 한입 먹었을 때 조화로워서 최애여러 지점이 있던데 비밀 기본 샌드위치 가격이 달라서 이유가 궁금하긴 했어요 배달의민족 배달 말고 포장도 생기면 좋을 것 같아요!,"샌드위치 맛(Positive), 야채 신선(Positive), 조화로운 맛(Positive), 샌드위치 가격(Negative), 포장 서비스 미비(Negative)"
카츠업 신촌,이걸 왜 줄서서까지 먹는지 모르겠다 맛없지는 않지만 어디서나 먹을수있는 맛인데 이걸? 굳이? 기다려서까지? 맛있는게 널린 신촌에서?,"줄서서 먹는 것(Negative), 맛없지는 않다(Positive), 어디서나 먹을수있는 맛(Negative), 굳이 기다려야 하는지(Negative), 맛있는게 널린 신촌(Negative)"
서울뼈구이매운족발,왜 이게 맛있다는지 개인입맛에는 고기잡내가 많이나고 부드럽지않고 퍽퍽하고 가격도 뼈해장국은 우거지들어가는데 7 .8천원하는데 이건 왜9천인지 방송을 믿지 말아야 하는데..주방에서 한 아줌마는 나오더니 쌀포대위에 방댕이 깔고 않아있고 아무리 종이포장을했어도 손님에게 나갈 음식 을 그딴 취급하는데 주방위생은 생각도하기싫다 두번은...,"고기잡내(Negative), 부드럽지 않다(Negative), 가격(Negative), 주방위생(Negative), 방댕이 깔고 앉아있는 아줌마(Negative)"
비밀 이대,갓성비 샌드위치,"가성비(Positive), 샌드위치(Positive)"
대포찜닭 신촌,맛있습니다!! 둥지가 감자튀김이라 꼭 넣어드세요,"맛있습니다(Positive), 둥지가 감자튀김(Positive)"
호랑이도삭면,전 별로요.고기가 질겨요. 양도 적어요,"고기가 질겨요(Negative), 양도 적어요(Negative)"
스키당 대흥점,푸짐하고 맛나요,"푸짐하다(Positive), 맛나요(Positive)"
고냉지,늘 한결같이 맛있어요! 이렇게 오래 오래 장사해주셔서 감사해요!!,"맛있어요(Positive), 오래 오래 장사해주셔서 감사해요(Positive)"
수저가,일반짬뽕도 차돌이 많습니다.양도 많고 서비스 음료도 작게 주시고 밥도 무제한으로 퍼먹을 수 있습니다.단점은... 일반적으로 식사시간이 아닐 때를 골라서 갔는데도 웨이팅이 20분 정도 있네요.그외에는 다 좋습니다.,"차돌이 많습니다(Positive), 양도 많고(Positive), 서비스 음료(Positive), 밥도 무제한(Positive), 웨이팅 20분(Negative)"
명성양꼬치 신촌본점,맛있어용 꿔바로우가 맛있었어용,"맛(Positive), 꿔바로우(Positive)"
안녕유부,https m.blog.naver.com qkrrudcnr 223716766141 상세한 리뷰는 상단 블로그!,"맛(Positive), 위생(Positive), 서비스(Positive), 분위기(Positive), 가격(Negative)"
쿳사 연희,최애 브런치집,브런치(Positive)
거복이식당,거복이식당 소문이 자자해서 와봤는데기대 이상으로 맛있어요 기본으로 나오는 순두부찌개가 백반집 저리가라입니다..... 사장님 흑백요리사 나가셔두 될 것 같아요.....!!!잘 먹고 갑니다 다음에 또올게요,"소문이 자자해서(Positive), 기대 이상으로 맛있어요(Positive), 순두부찌개(Positive), 흑백요리사 나가셔두 될 것 같아요(Positive)"
여기가좋겠네,유명한 맛집답게 사람이 정말 많았어요 학교 근처 식당이라 그런지 확실히 가성비가 정말 좋은 거 같아요 👍,"유명한 맛집(Positive), 사람이 정말 많았어요(Positive), 학교 근처 식당(Positive), 가성비가 정말 좋은(Positive)"
쿳사 연희,실망스러웠던 방문입니다.언제나 친절하고 아름답고 맛있는 요리로 감동을 선사했던 쿳사인데 직원의 응대가 매장 경험에 있어 이렇게 큰 영향을 줄수있군요..혼자와서 다먹고싶은 마음에 2개를 시켜서 천천히 먹었습니다. 시간을 두고 먹다보니 오픈샌드위치가 너무 식어 베이컨이 딱딱해 주방에 데워주실수있는지 여쭤보니 주방에서 데워주기 어렵다는 답변을 받았다고 그냥 두고 가는 직원을 이해하기 어려웠습니다.요리를 하는 주방에서 빵을 데워주는게 왜 어려운것인지 쉽게 데워주시도록 무화과도 다 옆으로 치우고 빵만 드림 이해가 가도록 설명을 해주는것도 아닌 안되니 난 어쩔수없어 라는 태도는 정말 불쾌했습니다.이정도 요청이 음식적에서 거절당할 사유인지 의아합니다.,"직원의 응대(Negative), 오픈샌드위치(Negative), 베이컨(Negative), 주방의 대응(Negative), 요리 맛(Positive)"
자가제빵선명희피자 외대점,맛있게 잘먹는 피자집 아이들도 잘먹어요,"맛있게(Positive), 잘먹는 피자집(Positive), 아이들도 잘먹어요(Positive)"
카츠업 신촌,등심카츠 맛있어요! 재방문의사 100프로입니다앞에 사람 많을시 매장 안 키오스크에서 주문하고 기다리면 불러줍니당 ,"등심카츠 맛(Positive), 재방문의사(Positive), 키오스크 주문(Positive), 기다리면 불러줌(Positive)"
서가네 정육식당,너무 맛있어요 사장님 친절하시고 가게 깨끗하고 너무 좋네요!다음에 또 오겠습니당,"맛있어요(Positive), 사장님 친절하시고(Positive), 가게 깨끗하고(Positive)"
롤앤롤김밥,진짜 알차고 맛있어요 김밥이 작품같음한줄만 먹어도 든든해서 좋아요👍,"알찬 김밥(Positive), 맛있는 김밥(Positive), 작품같은 김밥(Positive), 든든한 식사(Positive)"
153스트리트,수제라서 그런지 맛있어여 감튀는 큰 차이는 없고 버거가 맛있는데 갠적으로는 이전에 먹은 기본이 가장 맛있었던,"수제라서 맛있어(Positive), 감튀 큰 차이 없음(Negative), 버거가 맛있다(Positive), 기본 버거가 가장 맛있었다(Positive)"
카츠업 신촌,맵크반반 강추요,맵크반반(Positive)
공복식당 신촌,만수르 간접체험 가능. 돈 쓰는 맛이 일품입니다.남자 셋이 가면 백억 쓰고 옴.,"돈 쓰는 맛(Positive), 백억 쓰고 옴(Positive)"
아건 이대본점,난 카레 모두 맛있고 분위기도 좋아요! 런치 세트는 가성비도 좋으니까 강추합니다👍,"카레 맛있고(Positive), 분위기도 좋아요(Positive), 런치 세트 가성비(Positive)"
아건 이대본점,이대셍이라면 아건 주기적으로 먹어줘야해.. 탄두리치킨이랑 카레 다 맛있어용,"탄두리치킨(Positive), 카레(Positive), 맛있어용(Positive)"
롤앤롤김밥,원체 김밥을 너무너무 좋아하는데 김밥 맛집이라 해서 겸사겸사 포장예약했습니다 서강대 근처에 있어서 젊은층들이 많고 김밥도 기본 이상이네요! 처음 먹어보는 맛도 잇어서 김밥도 요리가 될 수 있구나 감격햇어용😍 나중에 여행갈때나 또 이 맛이 생각나면 꼭 들릴게요! 매우매우 추천합니당,"김밥 맛집(Positive), 김밥 맛(Positive), 젊은층들 많음(Neutral), 김밥 요리(Positive), 매우 추천(Positive)"
파사주,예전 인턴사원이 오랜만에 회사에 놀러왔는데 뭐 먹고 싶냐 물으니 서슴없이 라뜰리에 파사주 요리들이 가장 그리웠다 하길래 곧장 방문했습니다. 저는 이곳의 프렌치어니언스프와 파리지엥뇨끼 보다 맛있는 프렌치레스토랑은 못 본 것 같아요. 프랑스식 라자냐인 파흐망티에와 이곳의 시그니처메뉴 사보이 입안에서 살살 녹는 스테이크 프랑세도 꼭! 드셔보세요.공간도 너무 예쁘고 대화하기에 너무 좋고 늘 정갈하고 맛있는 최고의 음식과 서비스를 제공해 주시는 셰프님들이 계신 곳이예요. 이야기 나누고 먹기 바빠 제대로 된 사진이 한장 없네요 예전 방문 시 촬영한 사보이 사진을 올립니다 너무너무 잘 먹었습니다 !!,"라뜰리에 파사주 요리들(Positive), 프렌치어니언스프와 파리지엥뇨끼(Positive), 공간(Positive), 최고의 음식과 서비스(Positive), 셰프님들(Positive)"
봄의정원 회기점,분위기도 좋고 음식도 맛있어요,"분위기(Positive), 맛(Positive)"
자가제빵선명희피자 외대점,양도 많고 가성비도 좋고 맛있었어요!,"양도 많고(Positive), 가성비(Positive), 맛있었어요(Positive)"
대성이네,깻잎많고 맛있어요 !!,"깻잎(Positive), 맛있어요(Positive)"
청량리 독 고기,맛있는지모르겠음,맛있는지 모르겠음(Negative)
파사주,간이 약해서 맛이 제대로 안 나는 게 아쉽네요,"간이 약하다(Negative), 맛이 제대로 안 나는(Negative)"
비밀 이대,스콘이 맛있어요,스콘(Positive)
브레드칸 청량리점,빵 종류가 진짜 많고 가격도 엄청 저렴해요. 소금빵 바닥이 바삭해서 좋아요. 맛이나 퀄리티는 전반적으로 만족해서 재방문 하려고 합니다! 근데 제가 갔을 때 갑자기.. 사장님이 직원분을 혼내셔서 조금 눈치가 보였어요,"빵 종류(Positive), 가격(Positive), 소금빵 바닥(Positive), 맛이나 퀄리티(Positive), 사장님이 직원분을 혼내셔서(Negative)"
정든그릇 본점,정든카츠 로제우동 넘 맛있었어요,맛있었어요(Positive)
카우떡볶이,떡도 종류별로 다양하게들어있어서 골라먹는재미도 있고 엄청 쪼올깃 !!! 차돌박이가 들어가니까 국물도 더 풍부해지고 좐맛탱 양도 둘이서 먹기 많았어요 !!!!버갈튀도 넘넘 맛있어요!!! 다른메뉴도 많던데 도전해보고싶어요 !,"종류별로 다양(Positive), 쫄깃(Positive), 국물 풍부(Positive), 양 많음(Positive), 버갈튀 맛있음(Positive)"
삭 이대,떡볶이가 무난하네? 싶다가도 나중에 가면 갈수록 매콤해져서 좋았음. 그래도 떡볶이가 어어어엄청 맛있진 않음! 다음에 간다면 김말이 두개는 기본으로 시키고 다른 튀김도 시켜볼듯! 가격에 비해 새우튀김 사이즈가 아쉬움 근데 정말 깨끗한 기름에 튀긴듯한 튀김맛.,"떡볶이가 무난함(Neutral), 떡볶이 매콤한 맛(Positive), 엄청 맛있진 않음(Negative), 김말이와 다른 튀김(Positive), 가격에 비해 새우튀김 사이즈 아쉬움(Negative), 깨끗한 기름에 튀긴 튀김맛(Positive)"
청량리혜성칼국수,면이 너무많아서 닭맛이 안남 치킨스톡좀 쓰삼,"면이 너무 많아서(Negative), 닭맛이 안남(Negative), 치킨스톡 사용 필요(Negative)"
회기왕갈비탕,푸짐하게 한 끼 먹으러 오기 좋아요. 맛있고 체력 충전하기 좋습니다. 보리강정도 너무 맛나요,"푸짐한 음식(Positive), 맛있다(Positive), 체력 충전(Positive), 보리강정 맛(Positive)"
고냉지,겨울에 더 맛있는 김치찌개집!!비빔밥 먹을 수 있는 것도 너무 좋아요부모님이랑 같이 먹기에도 좋은 메뉴인 것 같습니다내부가 그리 넓은 편은 아니어서 시끌시끌합니다,"겨울에 더 맛있는 김치찌개(Positive), 비빔밥 먹을 수 있는 것(Positive), 부모님이랑 같이 먹기 좋은 메뉴(Positive), 내부가 넓은 편이 아님(Negative), 시끌시끌한 내부(Negative)"
망우로30,주차장이 있어서 차있는 분들은 오기 편할 듯 ! 크로플도 맛있구 베리라뗀가 저것두 맛있었어용 매장앞에서 사진 찍는 사람 짱 많아요,"주차장(Positive), 크로플(Positive), 베리라떼(Positive), 사진 찍는 사람(Positive)"
가야가야,나쁘지 않아요 국물에서 사골 느낌이 많이 나네요,"국물(Positive), 사골 느낌(Positive)"
파치,치킨 땡길때 오는 곳입니당 맛있어여,맛있어여(Positive)
아민 이화,새로운 것 다른나라 음식 경험을 좋아하는 분과 식사를 하게되면서 오게된 곳인데 그 이후 세번째 방문이네요 주문한 음식은 건강한 식재료로 이뤄진 모로코 터키식 샐러드고 처음에 알코올이 없는 뱅쇼와 엑스트라버진올리브유로 위를 보호하는 식전음료가 인상적이에요 모로코샐러드는 아보카도와 찐가지채수 그리고 빵인데 담백하면서도 조화로운맛이에요 같이 나오는 병아리콩샐러드도 맛있어요 터키식은 수란과 요거트에 빵을 찍어먹는 형태인데 꾸덕하고 은근 담백해요 여자들끼리 가볍게 식사할때 이곳으로 약속잡는것도 좋을꺼 같아요,"모로코 터키식 샐러드(Positive), 알코올 없는 뱅쇼(Positive), 엑스트라버진올리브유 식전음료(Positive), 모로코샐러드 맛(Positive), 병아리콩샐러드 맛(Positive), 터키식 요거트(Positive)"
아민 이화,남의 돈으로 먹었을 때 비로소 빛을 발하는 집인스타 분위기에 걸맞은 인스타 가격그래도 이대 앞의 몇 안되는 손님 대접용 가게라는 점에서 4점 남깁니다,"인스타 분위기(Positive), 인스타 가격(Negative), 손님 대접(Positive)"
스키당 대흥점,크리스마스에 왔는데 좋은 선택이었어요 재료도 신선하고 고기도 너무 좋아요!!가라아게도 꼭 먹어야합니다,"신선한 재료(Positive), 좋은 고기(Positive), 가라아게(Positive)"
미스터서왕만두,늘 맛난집10팀한정 해물수제비도 먹었는데 면이랑 밥없는 매장에서 탄수화물 보충으로 딱 좋았어요강추!!,"맛난집(Positive), 해물수제비(Positive), 탄수화물 보충(Positive)"
청량회관,완전 오랜만에 갔는데도 사장님이 기억해주셔서 감사했어요 아마애비 녹진하고 달달하고 최고 아 그리고 새우 머리도 튀겨주셔서 가성비 좋은거 같아요 ! 카라미소 알탕 안에 재료가 짱짱 많고 계속 먹다보면 맵지만 그래도 칼국수까지 추가해서 싹싹 먹었어요 서비스 사케 ..! 그 사케 처음 먹어보는거였는데 !! 다음에 돈 많이 벌어서 꼭 사먹을게여 ₃ !!!!!,"사장님 기억(Positive), 아마애비 맛(Positive), 새우 머리 튀김(Positive), 칼국수 추가(Positive), 서비스 사케(Positive)"
무초타코,너무맛있어용!!,맛(Positive)
회기왕족발보쌈,담백하고 맛있습니다!,"맛있다(Positive), 담백하다(Positive)"
안녕유부,맛있게 잘먹었습니다 자주올게요 ️,"맛있게(Positive), 잘먹었습니다(Positive), 자주올게요(Positive)"
오늘통닭 신촌직영점,윙봉삼총사 24 900원 주문했고 성인 2명이 먹기에 적당하네요 양념 후라이드 간장 세 가지 맛 모두 맛있어요. 치킨집인데 3층까지 있어서 매장이 넓고 인테리어도 엔틱한 느낌이라 저녁에 와서 먹기 괜찮네요. 잘 먹었습니다.,"양념 후라이드 간장 세 가지 맛(Positive), 매장이 넓다(Positive), 인테리어 엔틱한 느낌(Positive)"
봄의정원 회기점,여러가지 메뉴 시켜봤는데 다 맛있었어요회기에 이런 곳이 있다니 분위기 내고 싶을때 좋을것 같아요 완전 추천입니다 매장도 넘 예뻤어요,"메뉴 맛(Positive), 분위기(Positive), 추천(Positive), 매장 예쁨(Positive)"
하늘초밥,맛있는 하늘초밥4개 주문했는디 2마리네 시간없어서 2개만 빠르게 흡입맛은 보장합니다,"맛있는 하늘초밥(Positive), 시간없어서 2개만(Negative)"
을밀대 평양냉면,기다린만큼 맛이 있어요 아 또 먹고싶다,"맛이 있어요(Positive), 또 먹고싶다(Positive)"
베브릿지 한국외대점,맛있어요 스무디랑 요거트볼 메뉴 도장깨기 할 거예요!😍,"스무디(Positive), 요거트볼(Positive)"
김광석신촌칼국수,10년 전에도 맛있었는데 여전히 맛있어요.칼국수 무한리필이 짱.,"맛있었는데(Positive), 여전히 맛있어요(Positive), 칼국수 무한리필(Positive)"
이모네왕파전,친근하고 좋았음,"친근(Positive), 좋았음(Positive)"
여기가좋겠네,개인적으로 닭도리탕보단 찜닭이 더 맛있네요,"닭도리탕(Negative), 찜닭(Positive)"
대성이네,간장이랑 고민하다가 제일 인기있는 깻잎찜닭으로 선택했는데 적당히 매콤하면서도 담백한 국물이라 맛있었어요. 사리는 치즈떡추가했는데 철판후라이까지 서비스로 나왔거든요 역시 철판위에 올라간 후라이라 엄청 고소하고 맛있었어요. 동치미랑 깍두기도 넘나 맛있네요!!!,"깻잎찜닭(Positive), 담백한 국물(Positive), 철판후라이(Positive), 치즈떡추가(Positive), 동치미랑 깍두기(Positive)"
이모네왕파전,양많고 구성이 알차고 재료도 잘 들어가있어요 근데 맛이 아쉽..,"양 많고(Positive), 구성 알차다(Positive), 재료 잘 들어가 있다(Positive), 맛(Negative)"
오늘통닭 신촌직영점,켄터키치킨이랑 모듬감자튀김먹는데너무 맛있어서 낮술에 술이 술술 들어가네요!,"켄터키치킨 맛(Positive), 모듬감자튀김 맛(Positive), 낮술 경험(Positive)"
브레드칸 청량리점,제가 싼빵집가면 소화가안되는데여긴 맛도 있고빵도 큰데소화가 잘됨재료도 안아껴요,"맛도 있다(Positive), 빵도 큰데 소화가 잘됨(Positive), 재료도 안 아껴요(Positive)"
대포찜닭 신촌,올때마다 정말 맛있어서 행복하게 먹고가요 직원들 모두 친절하셔서 기분도 좋아요,"맛있다(Positive), 직원들 친절하다(Positive)"
이모네왕파전,떡볶이 하나에 막걸리 한병클리어.가격보고 조금씩 나올줄알았는데 완전 배터지게 먹음,"떡볶이(Positive), 막걸리(Positive), 가격(Positive)"
아건 이대,. ... . . ? ? .,"맛(Positive), 위생(Positive), 서비스(Positive), 분위기(Positive)"
스키당 대흥점,맛있어서 재방문했어요 ! 샤브도 맛있게 먹었는데 스키야키도 맛있네요!!,"맛있어서(Positive), 재방문(Positive), 샤브(Positive), 스키야키(Positive)"
을밀대 본점,근처에 갈 일이 있어서 인생 첫 평양냉면 도전해봄날이 쌀쌀해서 그런지 점심12시에도 바로 들어갔음그래도 자리가 거의 다 찬 걸 보니 날씨 더울 땐 빡셀듯일단 맛은 매우 만족스러웠음같이 주는 온육수 한컵 호롭호롭 마시면 따뜻하고 맛남냉면의 육수도 아마 같은 육수인거 같은데 냉면 육수는 차가워서 사실 맛이 많이 느껴지지는 않음 그래도 충분히 감칠맛 있는 고기육수 맛이었고 온육수의 차가운 버전이라고 생각하면 맛이 좀 더 느껴짐면은 메일향이 은은하게 나면서 고소하고 중면 정도 굵기이면서 약간 쫄깃함이 있어서 씹는 맛도 좋았음겨자도 주고 식초도 구비되어있지만 괜한 고집으로 아무것도 안 치고 먹었는데 충분히 맛있었음간 김에 녹두전도 시켜서 먹어봤는데 겉바속촉임해물파전이나 일식튀김의 파삭 함은 아니고 해쉬브라운을 더 오래 튀긴 것 같은 빠삭 함이었음 사람에 따라선 딱딱하다할 수도 있을듯?반대로 속은 엄청 촉촉하고 부드러운 녹두 돼지고기가 들어있어서 식감의 대비가 컸음개인적으로는 이런 빠삭한 전을 선호해서 좋았음식당의 외관도 그렇고 내부도 그렇고 전통있는 오래된 맛집의 느낌이라 분위기도 괜찮았음주차는 대중교통으로 가서 모르겠음여기가 서울3대 평양냉면이라던데 첫 평냉 도전이 꽤나 성공적이었음,"맛(Positive), 온육수(Positive), 냉면 육수(Positive), 면 식감(Positive), 녹두전(Positive)"
을밀대 평양냉면,좋아하는 평냉집 탑3 중 한 곳!오이가 신선하고 소고기가 쫀득쫀득해서 좋았어요,"오이(Positive), 신선함(Positive), 소고기(Positive), 쫀득쫀득함(Positive)"
명성양꼬치 신촌본점,마라갈비 최고에요! 양꼬치는 명성양꼬치만 갑니다,"마라갈비(Positive), 양꼬치(Positive)"
독,고기도 먹을만큼 먹고 술도 먹을만큼 먹었지만 한병 더 할까 싶어 시킨 치즈닭알찜.이 메뉴 이름이 계란탕이었더라도 못먹을 맛.어렸을적의 추억은 그대로 남기겠습니다.,"고기 맛(Positive), 술 맛(Positive), 치즈닭알찜 맛(Negative)"
비밀베이커리 이대점,든든하고 속편한 샌드위치 맛집이에요!,"샌드위치(Positive), 맛집(Positive), 속편한(Positive)"
파사주,뇨끼와 링귀니가 맛있습니다.,"뇨끼(Positive), 링귀니(Positive)"
여기가좋겠네,닭이 넘 질기고 비린맛도 나요.. 특히나 양념이 닭살에 간이 안베고 겉돌아요직원한테 간이 인베서 좀 맛이 떨어진다라고 말했더니 살코기를 뜯어서 양념을 묻어서 먹으라고 하네요..헐.. 저는 이제 여기와는 아웃입니다가실분만 가시면 되겠어요..저희 후기가 도움이 되셨으면 합니다수고하세요,"닭이 질기다(Negative), 비린맛이 나다(Negative), 양념이 간이 안베다(Negative), 직원의 응대(Negative), 맛이 떨어지다(Negative)"
오늘통닭 신촌,오래된 닭이거나냉동닭이거나튀겨 놓은 닭 전자렌지 돌렸거나냄새가 너무 심합니다,"오래된 닭(Negative), 냉동닭(Negative), 튀겨 놓은 닭(Negative), 전자렌지 돌림(Negative), 냄새가 너무 심함(Negative)"
이모네왕파전,2명이 가서 L세트 시켰는데 양이 참 많아요. 파전에 오징어 듬뿍 들어있고 무엇보다 골뱅이 무침이 맛있었어요! 골뱅이도 듬뿍!,"양이 참 많아요(Positive), 오징어 듬뿍(Positive), 골뱅이 무침이 맛있었어요(Positive), 골뱅이도 듬뿍(Positive)"
카우떡볶이 이대,비건 로제 떡볶이 김말이새송이튀김 그저 사랑 2학교 앞의 조금 큰 분식집 느낌. 매장 방문 시에는 키오스크로 주문할 수 있어요. 배달도 되고 밀키트도 있음! 파스타와 밀떡이 기본적으로 함께 들어있고 쌀떡 변경 가능하고 면과 떡의 비율 조정 가능합니다. 푹익은 면을 원하시면 요청하면 되어요! 사장님도 친절하고 좋으십니다,"비건 로제 떡볶이(Positive), 김말이새송이튀김(Positive), 키오스크 주문(Positive), 사장님 친절함(Positive), 조금 큰 분식집 느낌(Positive)"
오르랔베이커리,항상 맛있는빵 만들어주시구 올때마다 진짜 찐맛집 소금빵이랑 크러핀 맛집,"맛있는 빵(Positive), 찐맛집(Positive), 소금빵(Positive), 크러핀(Positive)"
공복식당 신촌,저녁시간대 가면 웨이팅 있을 수 있음가성비 좋고 맛도 좋고 고기 꾸워나와 편함다좋은데 단점 하나를 뽑자면내부가 미친듯이 시끄러움앞사람 목소리가 안들릴 정도시끄러워서 정신없어가 급하게 먹고 나왔다데이트코스라면 절대 비추,"가성비(Positive), 맛(Positive), 웨이팅(Negative), 내부 소음(Negative), 데이트코스(Negative)"
스키당 대흥점,깔끔하고 맛있어요!,"깔끔(Positive), 맛있어요(Positive)"
미스터왕만두 이대,개존맛이요,개존맛(Positive)
마루한,시립대앞에 있어 찾기도 쉽고 가벼운 점심식사나 저녁때 회식장소로 정말 좋구요. 일단 고기가 맛있고 곁들임 반찬도 너무 맛있어서 자주 가고 싶은 곳이에요.,"찾기 쉽다(Positive), 고기가 맛있다(Positive), 곁들임 반찬 맛있다(Positive), 회식장소로 좋다(Positive)"
무초타코,너무 맛잇어요 맨날 가고싶어요😍😍 전메뉴 도전예정입니다!!!!,"맛잇어요(Positive), 맨날 가고싶어요(Positive), 전메뉴 도전예정입니다(Positive)"
미스터왕만두 이대,예전보다 가격이 올랐고찐만두 크기가 작아져 조금 슬프지만그래도 이 가격대에 이런 고퀄의 만두를먹을 수 있는 곳은 미스터서왕만두가 유일한 듯!!!반찬으로 곁들여먹는 무 장아찌가 진짜 요물이에요.신촌 근처 지난다면 여기 강추해요!,"가격이 올랐고찐만두 크기가 작아져(Negative), 고퀄의 만두(Positive), 무 장아찌가 진짜 요물이에요(Positive), 강추해요(Positive)"
오늘통닭 신촌직영점,오렌지 치킨 시켰는데 엄청 맛있어요. 감자튀김도 맛있고 맥주도 시원하고 맛있어요. 창가 앞에서 먹는데 야장 느낌도 나고 좋아요. 다음에 또 올 거 같아요. 분위기도 좋고 맛있어요. 신촌 치킨으로 추천합니다.,"오렌지 치킨 시켰는데 엄청 맛있어요(Positive), 감자튀김도 맛있고(Positive), 맥주도 시원하고 맛있어요(Positive), 창가 앞에서 먹는데 야장 느낌도 나고 좋아요(Positive), 분위기도 좋고(Positive)"
청량회관,참치애비 양도 많고 늘그렇듯 맛있어요 두께랑 크기도 딱 좋게 썰어주셔서 좋어요 바질명란파스타도 진짜 존맛이라 꼭 드시는걸 새우대갈희는 배부를 때 하나씩 안주하기 좋아요 고소하고 맛있음 !!,"참치애비 양(Positive), 맛있어요(Positive), 바질명란파스타(Positive), 새우대갈희(Positive)"
대성이네,깻잎향이 배여서 더 감칠맛 나는 야들야들 깻잎찜닭! 납작당면 추가는 선택이 아닌 필수.... 보통맛도 신라면보다 매워서 맵찔이인 저는 안매운맛 신라면 으로 주문했어요 ..,"깻잎향(Positive), 감칠맛 나는 야들야들 깻잎찜닭(Positive), 납작당면 추가는 필수(Positive), 맵찔이에게 보통맛이 맵다(Negative), 안매운맛 신라면(Positive)"
카츠업 신촌,지금까지 두번갔는데 두번 다 만족했어요.매장은 정말 좁지만 맛있어서 돈까스 생각날때마다 갈거같습니다,"매장 크기(Negative), 맛(Positive)"
자가제빵선명희피자 외대점,맛있게 잘 먹었어요,맛있게(Positive)
청량리 독 고기,너무 조미료맛 강해유..,조미료맛(Negative)
쭈꾸미블루스 신촌본점,아주 추천하는 곳입니다 쭈꾸미 맛있어요! 쭈꾸미 통통하고 크고. 소스가 적당히 딱 매운게 맛있습니다. 셀프바에서 눈치보지않고 먹을수있어서 넘 좋았고요. 재방문의사있습니다!,"쭈꾸미 맛있어요(Positive), 소스가 딱 매운게 맛있습니다(Positive), 셀프바(Positive), 재방문의사(Positive)"
베브릿지 한국외대점,베이글도 바삭쫄깃하고 맛있네요 포레스티 줄 너무 길어서 와봤는데 앞으로 여기 많이 올 거 같아요,"베이글(Positive), 바삭쫄깃하고 맛있다(Positive), 포레스티 줄 너무 길다(Negative)"
마루한,식당이 깔끔하고 깨끗해요 점심시간에 시립대 학생들이 많이 오고음식들도 맛있어요,"깔끔하고 깨끗해요(Positive), 시립대 학생들(Positive), 음식 맛있어요(Positive)"
카우떡볶이,양은 좀 적지만 맛있어요,"양은 좀 적다(Negative), 맛있다(Positive)"
오늘통닭 신촌,매장이 넓어서 단체로 가기에는 좋아요. 데이트 코스로는 그닥일 거 같네요. 적당적당한 곳입니다.,"매장이 넓다(Positive), 단체로 가기 좋다(Positive), 데이트 코스로 그닥 좋지 않다(Negative), 적당적당한 곳(Negative)"
파사주,맛있고 직원분들이 친절해요,"맛있고(Positive), 직원분들이 친절해요(Positive)"
여기가좋겠네,한 3년 만의...오랜만의 방문예전이나 지금이나 맛 그대로였다!여전히 사장님께서 운영하신다!둘이서 중자 한마리 는 좀 많으니 소자 시키셔도 될 것 같아요. 걱정되시면 사리 추가하세요!,"맛 그대로(Positive), 사장님 운영(Positive), 중자 한마리 많음(Negative), 사리 추가 가능(Positive)"
쿳사 연희,예약시간보다 일찍 갔는데 다행히 바로 입장할 수 있었어요. 음식양도 적당하고 맛있었습니다. 소스나 주메뉴 곁에 나오는 부차적인 샐러드 피클등도 여기에서만 먹어볼 수 있는 맛이라 좋았구요,"입장(Positive), 음식양(Positive), 맛(Positive), 부차적인 샐러드(Positive)"
쭈꾸미블루스 신촌본점,쭈꾸미는 추가해서 먹었어요볶음밥은 쏘쏘..,"쭈꾸미 추가(Positive), 볶음밥(Negative)"
서가네 정육식당 본점,잘 먹었어용,맛(Positive)
