StoreName,Review,Keyword,Sentiment
라구식당 신촌,라자냐를 파는 이탈리안 식당이 많지 않고 파는 곳도 이곳만한 곳이 없음 주기적으로 생각나는 곳.. 파스타는 금방 물려서 라자냐만 추천,라자냐,Positive
라구식당 신촌,라자냐를 파는 이탈리안 식당이 많지 않고 파는 곳도 이곳만한 곳이 없음 주기적으로 생각나는 곳.. 파스타는 금방 물려서 라자냐만 추천,이탈리안 식당,Positive
라구식당 신촌,라자냐를 파는 이탈리안 식당이 많지 않고 파는 곳도 이곳만한 곳이 없음 주기적으로 생각나는 곳.. 파스타는 금방 물려서 라자냐만 추천,파스타,Negative
라구식당 신촌,맛 괜찮고 싼가격은 아니지만 좋은 분위기와 양이 넉넉해서 좋았다.모두가 말하는 피클의 문제는 사실 치즈의 문제이다.다른 재료들은 정성과 손이가게 많이 신경을 썼으나그저그런 치즈를 꽤나 많이 넣고 쪄서오히려 절반정도만 넣어야 본연의 맛임을 !,맛,Positive
라구식당 신촌,맛 괜찮고 싼가격은 아니지만 좋은 분위기와 양이 넉넉해서 좋았다.모두가 말하는 피클의 문제는 사실 치즈의 문제이다.다른 재료들은 정성과 손이가게 많이 신경을 썼으나그저그런 치즈를 꽤나 많이 넣고 쪄서오히려 절반정도만 넣어야 본연의 맛임을 !,싼 가격은 아니지만 좋은 분위기,Positive
라구식당 신촌,맛 괜찮고 싼가격은 아니지만 좋은 분위기와 양이 넉넉해서 좋았다.모두가 말하는 피클의 문제는 사실 치즈의 문제이다.다른 재료들은 정성과 손이가게 많이 신경을 썼으나그저그런 치즈를 꽤나 많이 넣고 쪄서오히려 절반정도만 넣어야 본연의 맛임을 !,양이 넉넉,Positive
라구식당 신촌,맛 괜찮고 싼가격은 아니지만 좋은 분위기와 양이 넉넉해서 좋았다.모두가 말하는 피클의 문제는 사실 치즈의 문제이다.다른 재료들은 정성과 손이가게 많이 신경을 썼으나그저그런 치즈를 꽤나 많이 넣고 쪄서오히려 절반정도만 넣어야 본연의 맛임을 !,피클의 문제,Negative
라구식당 신촌,맛 괜찮고 싼가격은 아니지만 좋은 분위기와 양이 넉넉해서 좋았다.모두가 말하는 피클의 문제는 사실 치즈의 문제이다.다른 재료들은 정성과 손이가게 많이 신경을 썼으나그저그런 치즈를 꽤나 많이 넣고 쪄서오히려 절반정도만 넣어야 본연의 맛임을 !,치즈 문제,Negative
라구식당 신촌,맛있는건 맞는데요.. 여긴 피클이 없나요?? 음식 양도 너무 적어요. 콜라에 빨대 여러개 꽂아서 주시지 마시구.. 컵을 주세요..,맛있는,Positive
라구식당 신촌,맛있는건 맞는데요.. 여긴 피클이 없나요?? 음식 양도 너무 적어요. 콜라에 빨대 여러개 꽂아서 주시지 마시구.. 컵을 주세요..,피클이 없나요,Negative
라구식당 신촌,맛있는건 맞는데요.. 여긴 피클이 없나요?? 음식 양도 너무 적어요. 콜라에 빨대 여러개 꽂아서 주시지 마시구.. 컵을 주세요..,음식 양 적어요,Negative
라구식당 신촌,맛있는건 맞는데요.. 여긴 피클이 없나요?? 음식 양도 너무 적어요. 콜라에 빨대 여러개 꽂아서 주시지 마시구.. 컵을 주세요..,빨대 여러개 꽂아서 주시지 마세요,Negative
라구식당 신촌,파스타 스파게티면 말고 탈리아텔레나 펜네 면으로 하시면 더더 맛있을 것 같아요 넓은 면이 라구 소스에 더 잘 버무려져서 더 맛있답니다!!그리고 라자냐는 치즈가 너무 굳어서 나왔고 중간 중간 레이어가 잘 안 느껴져서 아쉬웠어요. 조금 느끼해서 스프 같은 메뉴도 있었다면 좋을 것 같았어요오잘 먹었습니다!,탈리아텔레나 펜네 면,Positive
라구식당 신촌,파스타 스파게티면 말고 탈리아텔레나 펜네 면으로 하시면 더더 맛있을 것 같아요 넓은 면이 라구 소스에 더 잘 버무려져서 더 맛있답니다!!그리고 라자냐는 치즈가 너무 굳어서 나왔고 중간 중간 레이어가 잘 안 느껴져서 아쉬웠어요. 조금 느끼해서 스프 같은 메뉴도 있었다면 좋을 것 같았어요오잘 먹었습니다!,라구 소스,Positive
라구식당 신촌,파스타 스파게티면 말고 탈리아텔레나 펜네 면으로 하시면 더더 맛있을 것 같아요 넓은 면이 라구 소스에 더 잘 버무려져서 더 맛있답니다!!그리고 라자냐는 치즈가 너무 굳어서 나왔고 중간 중간 레이어가 잘 안 느껴져서 아쉬웠어요. 조금 느끼해서 스프 같은 메뉴도 있었다면 좋을 것 같았어요오잘 먹었습니다!,라자냐 치즈,Negative
라구식당 신촌,파스타 스파게티면 말고 탈리아텔레나 펜네 면으로 하시면 더더 맛있을 것 같아요 넓은 면이 라구 소스에 더 잘 버무려져서 더 맛있답니다!!그리고 라자냐는 치즈가 너무 굳어서 나왔고 중간 중간 레이어가 잘 안 느껴져서 아쉬웠어요. 조금 느끼해서 스프 같은 메뉴도 있었다면 좋을 것 같았어요오잘 먹었습니다!,중간 중간 레이어,Negative
라구식당 신촌,파스타 스파게티면 말고 탈리아텔레나 펜네 면으로 하시면 더더 맛있을 것 같아요 넓은 면이 라구 소스에 더 잘 버무려져서 더 맛있답니다!!그리고 라자냐는 치즈가 너무 굳어서 나왔고 중간 중간 레이어가 잘 안 느껴져서 아쉬웠어요. 조금 느끼해서 스프 같은 메뉴도 있었다면 좋을 것 같았어요오잘 먹었습니다!,스프 메뉴,Negative
라구식당 신촌,라구 식당에서 라자냐와 함께 피클을 제공하지 않은 것은 명백한 살인 미수이다. 주방장은 나를 미끄러운 치즈에 넘어뜨려 다치게 만들 심산이었다.,라자냐와 피클 제공 안함,Negative
라구식당 신촌,라구 식당에서 라자냐와 함께 피클을 제공하지 않은 것은 명백한 살인 미수이다. 주방장은 나를 미끄러운 치즈에 넘어뜨려 다치게 만들 심산이었다.,치즈,Negative
라구식당 신촌,퀄리티 고려 시 가성비 맛집,가성비,Positive
라구식당 신촌,퀄리티 고려 시 가성비 맛집,퀄리티,Positive
라구식당 신촌,라자냐 꼭 시켜야 하고 부족하면 파스타 시키세요막 특별한 맛까진 아닌데 계속 들어가요이것도 사람마다 다르긴 합니다메뉴 수가 굉장히 적어서 아쉽긴 합니다먹기 위해 오기보단 배고픈데 마침 라자냐가 먹고 싶으면 가시는 정도가 좋겠습니다시간 잘 타고 가셔야 합니다 어떤 날엔 자리가 넉넉하다가도 대기 금방 생겨요간판이 작습니다 잘 찾아가십쇼호출벨은 테이블 옆 벽에 있습니다,라자냐,Positive
라구식당 신촌,라자냐 꼭 시켜야 하고 부족하면 파스타 시키세요막 특별한 맛까진 아닌데 계속 들어가요이것도 사람마다 다르긴 합니다메뉴 수가 굉장히 적어서 아쉽긴 합니다먹기 위해 오기보단 배고픈데 마침 라자냐가 먹고 싶으면 가시는 정도가 좋겠습니다시간 잘 타고 가셔야 합니다 어떤 날엔 자리가 넉넉하다가도 대기 금방 생겨요간판이 작습니다 잘 찾아가십쇼호출벨은 테이블 옆 벽에 있습니다,메뉴 수,Negative
라구식당 신촌,라자냐 꼭 시켜야 하고 부족하면 파스타 시키세요막 특별한 맛까진 아닌데 계속 들어가요이것도 사람마다 다르긴 합니다메뉴 수가 굉장히 적어서 아쉽긴 합니다먹기 위해 오기보단 배고픈데 마침 라자냐가 먹고 싶으면 가시는 정도가 좋겠습니다시간 잘 타고 가셔야 합니다 어떤 날엔 자리가 넉넉하다가도 대기 금방 생겨요간판이 작습니다 잘 찾아가십쇼호출벨은 테이블 옆 벽에 있습니다,자리 상황,Negative
라구식당 신촌,라자냐 꼭 시켜야 하고 부족하면 파스타 시키세요막 특별한 맛까진 아닌데 계속 들어가요이것도 사람마다 다르긴 합니다메뉴 수가 굉장히 적어서 아쉽긴 합니다먹기 위해 오기보단 배고픈데 마침 라자냐가 먹고 싶으면 가시는 정도가 좋겠습니다시간 잘 타고 가셔야 합니다 어떤 날엔 자리가 넉넉하다가도 대기 금방 생겨요간판이 작습니다 잘 찾아가십쇼호출벨은 테이블 옆 벽에 있습니다,간판 크기,Negative
라구식당 신촌,라자냐 꼭 시켜야 하고 부족하면 파스타 시키세요막 특별한 맛까진 아닌데 계속 들어가요이것도 사람마다 다르긴 합니다메뉴 수가 굉장히 적어서 아쉽긴 합니다먹기 위해 오기보단 배고픈데 마침 라자냐가 먹고 싶으면 가시는 정도가 좋겠습니다시간 잘 타고 가셔야 합니다 어떤 날엔 자리가 넉넉하다가도 대기 금방 생겨요간판이 작습니다 잘 찾아가십쇼호출벨은 테이블 옆 벽에 있습니다,호출벨 위치,Positive
라구식당 신촌,라자냐 너무 맛있었음.. 파스타도.. 와인도..아 또 가고싶당,라자냐,Positive
라구식당 신촌,라자냐 너무 맛있었음.. 파스타도.. 와인도..아 또 가고싶당,파스타,Positive
라구식당 신촌,라자냐 너무 맛있었음.. 파스타도.. 와인도..아 또 가고싶당,와인,Positive
라구식당 신촌,라자냐 너무 맛있었음.. 파스타도.. 와인도..아 또 가고싶당,또 가고싶다,Positive
라구식당 신촌,이 후기를 보신 분은 무조건 라자냐 드시길 바랍니다. 신촌에서 10년이 넘게 있었지만 여기 라자냐가 맛있다는 사실은 불변입니다.,라자냐,Positive
라구식당 신촌,이 후기를 보신 분은 무조건 라자냐 드시길 바랍니다. 신촌에서 10년이 넘게 있었지만 여기 라자냐가 맛있다는 사실은 불변입니다.,맛있다,Positive
라구식당 신촌,맛있고 훌륭한 라구,맛,Positive
라구식당 신촌,맛있고 훌륭한 라구,훌륭한 라구,Positive
라구식당 신촌,바로 주문할 거라 해도 일행 없다고 안 들여보내주고 뒤에 온 사람 먼저 들여보냄 뭔 경우냐,일행 없다고 안 들여보내주고,Negative
라구식당 신촌,바로 주문할 거라 해도 일행 없다고 안 들여보내주고 뒤에 온 사람 먼저 들여보냄 뭔 경우냐,뒤에 온 사람 먼저 들여보냄,Negative
라구식당 신촌,메뉴가 단출하지만 그만큼 전문적.이만한 라자냐 맛집 별로없음!,메뉴가 단출하다,Positive
라구식당 신촌,메뉴가 단출하지만 그만큼 전문적.이만한 라자냐 맛집 별로없음!,전문적,Positive
라구식당 신촌,메뉴가 단출하지만 그만큼 전문적.이만한 라자냐 맛집 별로없음!,라자냐 맛집,Positive
라구식당 신촌,라자냐는 물려서 혼자 다 먹기 힘들고 파스타는 그냥 그래요 굳이 가서 먹어야 하나 싶은 맛... 장사 잘되는 것 같던데 다른 메뉴도 시도해 보시는 거 어떨까요,라자냐,Negative
라구식당 신촌,라자냐는 물려서 혼자 다 먹기 힘들고 파스타는 그냥 그래요 굳이 가서 먹어야 하나 싶은 맛... 장사 잘되는 것 같던데 다른 메뉴도 시도해 보시는 거 어떨까요,파스타,Negative
라구식당 신촌,라자냐는 물려서 혼자 다 먹기 힘들고 파스타는 그냥 그래요 굳이 가서 먹어야 하나 싶은 맛... 장사 잘되는 것 같던데 다른 메뉴도 시도해 보시는 거 어떨까요,맛,Negative
라구식당 신촌,라자냐는 물려서 혼자 다 먹기 힘들고 파스타는 그냥 그래요 굳이 가서 먹어야 하나 싶은 맛... 장사 잘되는 것 같던데 다른 메뉴도 시도해 보시는 거 어떨까요,메뉴,Positive
라구식당 신촌,맛있어요! 파스타랑 라자냐 중 하나만 먹어야 한다면 라자냐 추천합니다,맛있어요,Positive
라구식당 신촌,맛있어요! 파스타랑 라자냐 중 하나만 먹어야 한다면 라자냐 추천합니다,라자냐 추천,Positive
라구식당 신촌,너무 맛있어요 최고 ,맛있어요,Positive
라구식당 신촌,메뉴가 딱 라자냐 라구파스타 두개안데 라자냐에 비해 라구파스타의 맛이 너무 떨어짐 극찬할 정도는 아니고 가볼만은 함,라자냐의 맛,Positive
라구식당 신촌,메뉴가 딱 라자냐 라구파스타 두개안데 라자냐에 비해 라구파스타의 맛이 너무 떨어짐 극찬할 정도는 아니고 가볼만은 함,라구파스타의 맛,Negative
라구식당 신촌,불친절해요. 숏컷 알바 그릇 엄청 시끄럽게 쾅쾅 던짐. 화가 잔뜩나있음. 음식은 맛있음. 그릇을 한 대여섯번 넘게 쾅쾅 놓고가서 간떨어질뻔 했음 눈치보임,불친절,Negative
라구식당 신촌,불친절해요. 숏컷 알바 그릇 엄청 시끄럽게 쾅쾅 던짐. 화가 잔뜩나있음. 음식은 맛있음. 그릇을 한 대여섯번 넘게 쾅쾅 놓고가서 간떨어질뻔 했음 눈치보임,시끄럽게 그릇 던짐,Negative
라구식당 신촌,불친절해요. 숏컷 알바 그릇 엄청 시끄럽게 쾅쾅 던짐. 화가 잔뜩나있음. 음식은 맛있음. 그릇을 한 대여섯번 넘게 쾅쾅 놓고가서 간떨어질뻔 했음 눈치보임,눈치 보임,Negative
라구식당 신촌,불친절해요. 숏컷 알바 그릇 엄청 시끄럽게 쾅쾅 던짐. 화가 잔뜩나있음. 음식은 맛있음. 그릇을 한 대여섯번 넘게 쾅쾅 놓고가서 간떨어질뻔 했음 눈치보임,음식 맛있음,Positive
라구식당 신촌,한국에서 이만한 라자냐 찾기 어려움,라자냐,Positive
라구식당 신촌,무난.,무난,Positive
라구식당 신촌,신촌맛집!,맛,Positive
라구식당 신촌,왜 극찬하는지는 모르겠음메뉴가 2개인데 비슷해서 좀 질렸음,극찬,Negative
라구식당 신촌,왜 극찬하는지는 모르겠음메뉴가 2개인데 비슷해서 좀 질렸음,메뉴가 2개,Negative
라구식당 신촌,왜 극찬하는지는 모르겠음메뉴가 2개인데 비슷해서 좀 질렸음,비슷하다,Negative
라구식당 신촌,어쩜 이렇게 맛있을 수 있죠,맛있을 수 있죠,Positive
라구식당 신촌,엄청 맛있어요! 메뉴도 두개 밖에 없어서 고민할 필요도 없고 라자냐 맛있게 잘 먹었어요. 분위기도 좋아요.,맛,Positive
라구식당 신촌,엄청 맛있어요! 메뉴도 두개 밖에 없어서 고민할 필요도 없고 라자냐 맛있게 잘 먹었어요. 분위기도 좋아요.,메뉴 수,Positive
라구식당 신촌,엄청 맛있어요! 메뉴도 두개 밖에 없어서 고민할 필요도 없고 라자냐 맛있게 잘 먹었어요. 분위기도 좋아요.,라자냐,Positive
라구식당 신촌,엄청 맛있어요! 메뉴도 두개 밖에 없어서 고민할 필요도 없고 라자냐 맛있게 잘 먹었어요. 분위기도 좋아요.,분위기,Positive
라구식당 신촌,먹다보면 좀 느끼하긴한데 엄청 맛잇어요 ,느끼하긴,Negative
라구식당 신촌,먹다보면 좀 느끼하긴한데 엄청 맛잇어요 ,맛있어요,Positive
라구식당 신촌,파스타는 그럭저럭 라자냐는 맛있었습니다..!동행했던 일행도 같은 의견주메뉴가 두개라 선택권은 없지만 그만큼 두 메뉴에만 집중한다는거겠죠 직원분께서 사이드메뉴를 누락시켜서 결제할 때 음식 안나왔었다고 말씀 드리니까 아 이러시고 아무 말 없이 그냥 결제만 하고 말더라고요..! 정말 황당한 손님 응대법이었습니다 하하하,파스타,Negative
라구식당 신촌,파스타는 그럭저럭 라자냐는 맛있었습니다..!동행했던 일행도 같은 의견주메뉴가 두개라 선택권은 없지만 그만큼 두 메뉴에만 집중한다는거겠죠 직원분께서 사이드메뉴를 누락시켜서 결제할 때 음식 안나왔었다고 말씀 드리니까 아 이러시고 아무 말 없이 그냥 결제만 하고 말더라고요..! 정말 황당한 손님 응대법이었습니다 하하하,라자냐,Positive
라구식당 신촌,파스타는 그럭저럭 라자냐는 맛있었습니다..!동행했던 일행도 같은 의견주메뉴가 두개라 선택권은 없지만 그만큼 두 메뉴에만 집중한다는거겠죠 직원분께서 사이드메뉴를 누락시켜서 결제할 때 음식 안나왔었다고 말씀 드리니까 아 이러시고 아무 말 없이 그냥 결제만 하고 말더라고요..! 정말 황당한 손님 응대법이었습니다 하하하,메뉴 선택권,Negative
라구식당 신촌,파스타는 그럭저럭 라자냐는 맛있었습니다..!동행했던 일행도 같은 의견주메뉴가 두개라 선택권은 없지만 그만큼 두 메뉴에만 집중한다는거겠죠 직원분께서 사이드메뉴를 누락시켜서 결제할 때 음식 안나왔었다고 말씀 드리니까 아 이러시고 아무 말 없이 그냥 결제만 하고 말더라고요..! 정말 황당한 손님 응대법이었습니다 하하하,손님 응대,Negative
라구식당 신촌,파스타는 그럭저럭 라자냐는 맛있었습니다..!동행했던 일행도 같은 의견주메뉴가 두개라 선택권은 없지만 그만큼 두 메뉴에만 집중한다는거겠죠 직원분께서 사이드메뉴를 누락시켜서 결제할 때 음식 안나왔었다고 말씀 드리니까 아 이러시고 아무 말 없이 그냥 결제만 하고 말더라고요..! 정말 황당한 손님 응대법이었습니다 하하하,집중 메뉴,Positive
라구식당 신촌,맛있긴 한데 엄청 물려요제발 크림파스타좀 팔아주세요 ,맛있다,Positive
라구식당 신촌,맛있긴 한데 엄청 물려요제발 크림파스타좀 팔아주세요 ,엄청 물린다,Negative
라구식당 신촌,맛있긴 한데 엄청 물려요제발 크림파스타좀 팔아주세요 ,크림파스타,Positive
라구식당 신촌,3번 방문했는데 먹을 때마다 맛 차이가 너무 극명한 식당저녁에 회전율이 높아서 그런지 저녁에는 맛있고 점심시간대에는 맛이 확 떨어져요파스타는 라자냐하고 비교하면 별로니 그냥 라자냐랑 빵 샹그리아 시키는 게 현명한 선택,맛 차이,Negative
라구식당 신촌,3번 방문했는데 먹을 때마다 맛 차이가 너무 극명한 식당저녁에 회전율이 높아서 그런지 저녁에는 맛있고 점심시간대에는 맛이 확 떨어져요파스타는 라자냐하고 비교하면 별로니 그냥 라자냐랑 빵 샹그리아 시키는 게 현명한 선택,저녁에는 맛있다,Positive
라구식당 신촌,3번 방문했는데 먹을 때마다 맛 차이가 너무 극명한 식당저녁에 회전율이 높아서 그런지 저녁에는 맛있고 점심시간대에는 맛이 확 떨어져요파스타는 라자냐하고 비교하면 별로니 그냥 라자냐랑 빵 샹그리아 시키는 게 현명한 선택,점심시간대에는 맛이 떨어지다,Negative
라구식당 신촌,3번 방문했는데 먹을 때마다 맛 차이가 너무 극명한 식당저녁에 회전율이 높아서 그런지 저녁에는 맛있고 점심시간대에는 맛이 확 떨어져요파스타는 라자냐하고 비교하면 별로니 그냥 라자냐랑 빵 샹그리아 시키는 게 현명한 선택,파스타는 별로다,Negative
라구식당 신촌,3번 방문했는데 먹을 때마다 맛 차이가 너무 극명한 식당저녁에 회전율이 높아서 그런지 저녁에는 맛있고 점심시간대에는 맛이 확 떨어져요파스타는 라자냐하고 비교하면 별로니 그냥 라자냐랑 빵 샹그리아 시키는 게 현명한 선택,라자냐랑 빵 샹그리아 시키는 게 현명한 선택,Positive
라구식당 신촌,진짜 맛있어요. 메뉴 두개뿐인데 이 두개뿐인 메뉴 먹으러 또 올거같아요파스타는 나오자마자 순삭할만큼 맛있고 라자냐는 다먹기 아까워서 아껴먹을만큼 맛있어요. 또 와야지,맛있어요,Positive
라구식당 신촌,진짜 맛있어요. 메뉴 두개뿐인데 이 두개뿐인 메뉴 먹으러 또 올거같아요파스타는 나오자마자 순삭할만큼 맛있고 라자냐는 다먹기 아까워서 아껴먹을만큼 맛있어요. 또 와야지,메뉴 두개,Positive
라구식당 신촌,진짜 맛있어요. 메뉴 두개뿐인데 이 두개뿐인 메뉴 먹으러 또 올거같아요파스타는 나오자마자 순삭할만큼 맛있고 라자냐는 다먹기 아까워서 아껴먹을만큼 맛있어요. 또 와야지,파스타,Positive
라구식당 신촌,진짜 맛있어요. 메뉴 두개뿐인데 이 두개뿐인 메뉴 먹으러 또 올거같아요파스타는 나오자마자 순삭할만큼 맛있고 라자냐는 다먹기 아까워서 아껴먹을만큼 맛있어요. 또 와야지,라자냐,Positive
라구식당 신촌,라자냐 맛있게 먹었습니다. 근처 가면 또 가 볼만한 정도. 분위기 때문에 1. 캔콜라 3천원인거는 조금..,라자냐 맛있게,Positive
라구식당 신촌,라자냐 맛있게 먹었습니다. 근처 가면 또 가 볼만한 정도. 분위기 때문에 1. 캔콜라 3천원인거는 조금..,분위기,Positive
라구식당 신촌,라자냐 맛있게 먹었습니다. 근처 가면 또 가 볼만한 정도. 분위기 때문에 1. 캔콜라 3천원인거는 조금..,캔콜라 3천원,Negative
라구식당 신촌,기본에 충실한 맛집 느낌이에요.여기 먹고 다른집 라구파스타 먹으면 라구먹은 느낌이 안듬.,기본에 충실한 맛집,Positive
라구식당 신촌,기본에 충실한 맛집 느낌이에요.여기 먹고 다른집 라구파스타 먹으면 라구먹은 느낌이 안듬.,라구파스타,Positive
라구식당 신촌,오.. 카카오맵 리뷰 좋은 곳은 믿고 가는데 진짜 맛있네요! 메뉴 딱 두갠데 정말 체고.. 둘이 가서 남아서 라자냐는 포장했어요 ,맛있네요,Positive
라구식당 신촌,오.. 카카오맵 리뷰 좋은 곳은 믿고 가는데 진짜 맛있네요! 메뉴 딱 두갠데 정말 체고.. 둘이 가서 남아서 라자냐는 포장했어요 ,메뉴 딱 두개,Positive
라구식당 신촌,오.. 카카오맵 리뷰 좋은 곳은 믿고 가는데 진짜 맛있네요! 메뉴 딱 두갠데 정말 체고.. 둘이 가서 남아서 라자냐는 포장했어요 ,정말 체고,Positive
라구식당 신촌,오.. 카카오맵 리뷰 좋은 곳은 믿고 가는데 진짜 맛있네요! 메뉴 딱 두갠데 정말 체고.. 둘이 가서 남아서 라자냐는 포장했어요 ,라자냐 포장,Positive
라구식당 신촌,너무 맛있어요 양도 많아 배부르게 먹었어요 가성비가 좋아 다음에도 또 올 것 같아요 맛집이네요 추천합니다!!,맛있어요,Positive
라구식당 신촌,너무 맛있어요 양도 많아 배부르게 먹었어요 가성비가 좋아 다음에도 또 올 것 같아요 맛집이네요 추천합니다!!,양도 많아,Positive
라구식당 신촌,너무 맛있어요 양도 많아 배부르게 먹었어요 가성비가 좋아 다음에도 또 올 것 같아요 맛집이네요 추천합니다!!,가성비가 좋아,Positive
라구식당 신촌,너무 맛있어요 양도 많아 배부르게 먹었어요 가성비가 좋아 다음에도 또 올 것 같아요 맛집이네요 추천합니다!!,맛집,Positive
라구식당 신촌,너무 맛있어요 양도 많아 배부르게 먹었어요 가성비가 좋아 다음에도 또 올 것 같아요 맛집이네요 추천합니다!!,추천합니다,Positive
라구식당 신촌,여기는 찐맛집임라구소스가 좀 헤비하다 싶을 때와인 한모금 마시면 완벽함또가고싶다,찐맛집,Positive
라구식당 신촌,여기는 찐맛집임라구소스가 좀 헤비하다 싶을 때와인 한모금 마시면 완벽함또가고싶다,라구소스,Positive
라구식당 신촌,라구 파스타 맛집,라구 파스타,Positive
라구식당 신촌,라구를 반대로 하면?,라구,Positive
라구식당 신촌,맛있어요!!!,맛있어요,Positive
라구식당 신촌,맛있어요! 라구 스파게티는 라사냐보다 더 맛있어요 !,맛있어요,Positive
라구식당 신촌,맛있어요! 라구 스파게티는 라사냐보다 더 맛있어요 !,라구 스파게티,Positive
라구식당 신촌,맛있어요! 라구 스파게티는 라사냐보다 더 맛있어요 !,라사냐,Positive
라구식당 신촌,멀라 탈리아에 갈 필요가 없습니다.,이탈리아 음식,Positive
라구식당 신촌,멀라 탈리아에 갈 필요가 없습니다.,식당,Positive
라구식당 신촌,라구 소스의 깊은 맛이 썩 괜찮음! 라자냐와 파스타 둘 다 먹어봣는데 같은 소스를 사용햇음에도 불구하고 바질 등 향신료를 다르게 주다보니 각각의 매력이 잇음,라구 소스의 깊은 맛,Positive
라구식당 신촌,라구 소스의 깊은 맛이 썩 괜찮음! 라자냐와 파스타 둘 다 먹어봣는데 같은 소스를 사용햇음에도 불구하고 바질 등 향신료를 다르게 주다보니 각각의 매력이 잇음,라자냐와 파스타,Positive
라구식당 신촌,라구 소스의 깊은 맛이 썩 괜찮음! 라자냐와 파스타 둘 다 먹어봣는데 같은 소스를 사용햇음에도 불구하고 바질 등 향신료를 다르게 주다보니 각각의 매력이 잇음,각각의 매력,Positive
라구식당 신촌,이렇게 입에 안맞는 라구 라자냐 처음 먹어 봄대기 괜히 함. 대기하는 동안 풀이 많아서 모기 물리고 식전 샹그리아 한 잔 시원하게 마시려고 했는데 음식 먹기 전 샹그리아부터 헬. 진짜 이러케 맛없는 샹그리아도 첨 먹어봄. 밍숭맹숭한 맛에 시럽의 단 맛인가 이건. 과일 맛과 향도 없음.파스타면에서부터 고기내가 납니다.오늘 따라 음료랑 소스를 잘못 내신 건 설마 아니겠죠?? 말이 안되잖아요 가게 이름부터 라구인데..,라구 라자냐 입에 안맞음,Negative
라구식당 신촌,이렇게 입에 안맞는 라구 라자냐 처음 먹어 봄대기 괜히 함. 대기하는 동안 풀이 많아서 모기 물리고 식전 샹그리아 한 잔 시원하게 마시려고 했는데 음식 먹기 전 샹그리아부터 헬. 진짜 이러케 맛없는 샹그리아도 첨 먹어봄. 밍숭맹숭한 맛에 시럽의 단 맛인가 이건. 과일 맛과 향도 없음.파스타면에서부터 고기내가 납니다.오늘 따라 음료랑 소스를 잘못 내신 건 설마 아니겠죠?? 말이 안되잖아요 가게 이름부터 라구인데..,모기 물리고,Negative
라구식당 신촌,이렇게 입에 안맞는 라구 라자냐 처음 먹어 봄대기 괜히 함. 대기하는 동안 풀이 많아서 모기 물리고 식전 샹그리아 한 잔 시원하게 마시려고 했는데 음식 먹기 전 샹그리아부터 헬. 진짜 이러케 맛없는 샹그리아도 첨 먹어봄. 밍숭맹숭한 맛에 시럽의 단 맛인가 이건. 과일 맛과 향도 없음.파스타면에서부터 고기내가 납니다.오늘 따라 음료랑 소스를 잘못 내신 건 설마 아니겠죠?? 말이 안되잖아요 가게 이름부터 라구인데..,샹그리아 맛없음,Negative
라구식당 신촌,이렇게 입에 안맞는 라구 라자냐 처음 먹어 봄대기 괜히 함. 대기하는 동안 풀이 많아서 모기 물리고 식전 샹그리아 한 잔 시원하게 마시려고 했는데 음식 먹기 전 샹그리아부터 헬. 진짜 이러케 맛없는 샹그리아도 첨 먹어봄. 밍숭맹숭한 맛에 시럽의 단 맛인가 이건. 과일 맛과 향도 없음.파스타면에서부터 고기내가 납니다.오늘 따라 음료랑 소스를 잘못 내신 건 설마 아니겠죠?? 말이 안되잖아요 가게 이름부터 라구인데..,과일 맛과 향 없음,Negative
라구식당 신촌,이렇게 입에 안맞는 라구 라자냐 처음 먹어 봄대기 괜히 함. 대기하는 동안 풀이 많아서 모기 물리고 식전 샹그리아 한 잔 시원하게 마시려고 했는데 음식 먹기 전 샹그리아부터 헬. 진짜 이러케 맛없는 샹그리아도 첨 먹어봄. 밍숭맹숭한 맛에 시럽의 단 맛인가 이건. 과일 맛과 향도 없음.파스타면에서부터 고기내가 납니다.오늘 따라 음료랑 소스를 잘못 내신 건 설마 아니겠죠?? 말이 안되잖아요 가게 이름부터 라구인데..,고기내 나는 파스타,Negative
라구식당 신촌,라자냐 먹으러 갑니다.,라자냐,Positive
대포찜닭 신촌,찜닭 너무 맛있고 분위기도 엄청 활기차요!,찜닭 맛,Positive
대포찜닭 신촌,찜닭 너무 맛있고 분위기도 엄청 활기차요!,분위기 활기참,Positive
대포찜닭 신촌,맛있어요!,맛있어요,Positive
대포찜닭 신촌,대학교때부터 제 맛집 리스트에 등극해 10년동안 꾸준히 찾아오는 집이에요,맛집,Positive
대포찜닭 신촌,대학교때부터 제 맛집 리스트에 등극해 10년동안 꾸준히 찾아오는 집이에요,리스트,Positive
대포찜닭 신촌,대학교때부터 제 맛집 리스트에 등극해 10년동안 꾸준히 찾아오는 집이에요,꾸준히 찾아오는 집,Positive
대포찜닭 신촌,오징어튀김도 맛잇고 배불러용,오징어튀김,Positive
대포찜닭 신촌,신촌에서 다른 찜닭집을 가려고 노력하지만.....늘 여기로 옵니다 흐흐 신촌은 대찜,다른 찜닭집을 가려고 노력하지만 늘 여기로 옵니다,Positive
대포찜닭 신촌,신촌에서 다른 찜닭집을 가려고 노력하지만.....늘 여기로 옵니다 흐흐 신촌은 대찜,신촌은 대찜,Positive
대포찜닭 신촌,맛있고 활기찬 찜닭집입니당신촌에서 밥먹기 좋아요!,맛있고 활기찬,Positive
