StoreName,Sentiment,Category,Group Keywords,Representative Sentence
망우로30,Positive,위생,"청결한 매장, 청결함, 깨끗함, 전체적으로 깔끔, 매장이 깔끔하다",
망우로30,Positive,서비스,"친절보스, 친절하, 직원 친절함, 친절한 알바생, 사장님 친절함, 직원 친절, 친절",직원분들이 매우 친절하여 매장을 이용하는 동안 기분이 좋았습니다.
망우로30,Positive,분위기,"대화하기 좋은 분위기, 분위기, 음악, 따뜻하게 들어오는, 내부 분위기, 한적하고, 카페 인테리어, 조용한 카페, 조용함, 분위기 예쁘다, 넓은 공간, 매장 분위기, 갬성카페, 크기, 아늑한 카페, 외관 분위기, 카페 예쁘다, 카페 분위기, 인테리어 분위기, 아늑함, 외관 예쁘고, 분위기 좋아요, 카페 너무 이쁘네요",카페 내부는 아늑하고 예쁜 분위기로 조용히 대화하거나 휴식을 취하기에 좋습니다.
망우로30,Positive,가성비,"가성비, 양도 많음, 키친콕샐러드, 양이 푸짐해요, 재료 푸짐, 치킨콕샐러드, 최애, 위생, 좋아요, 돈 아깝지 않은 기분",
망우로30,Negative,맛,"바닐라 크림라떼, 감자튀김, 초코가루, 커피 산미, 밀크티 맛이 약하다, 커피, 디저트, 크림라떼와 아인슈페너 차이, 샌드위치와 커피, 커피 맛, 느끼한 맛, 맛, 커피가 맛없다, 시럽맛, 커피맛, 음료, 물 비릿내, 커피 무난함, 첫맛이 약간 쓴듯, 음료와 크로플 제안, 아메리카노","커피의 맛이 전반적으로 약하고 시럽이나 물 비릿내가 나며, 밀크티는 맛이 강하지 않아 실망스럽습니다. 다양한 음료 선택이 가능하지만 전반적인 맛의 퀄리티가 떨어집니다."
망우로30,Negative,위생,유리 파편 관리 미흡,
망우로30,Negative,서비스,"직원 사과 없음, 여자알바생 인사, 직원 서비스, 불친절, 주문받는 여자직원","직원 서비스가 불친절하고 사과도 없이, 알바생이 인사도 없이 무뚝뚝한 태도로 손님을 맞이합니다."
망우로30,Negative,분위기,"주변 시끄러움, 분위기, 매장 환기, 시끄러웠어요, 벽돌 의자, 내부 분위기, 음악 소리, 좁을 것 같다, 자리가 없음, 옆 좌석 거리 가까움, 카공족이 있어 눈치보이는","매장의 내부 분위기는 시끄럽고 환기가 잘 되지 않으며, 좁고 자리도 부족하여 불편함을 주고 있습니다. 또한 음악 소리가 크게 들려 대화가 어려운 상황입니다."
망우로30,Negative,가성비,가격,
명성양꼬치 본점,Positive,맛,"고기가 진짜 실해요, 쯔란 맛집, 양고기 잡내 없음, 정말 맛있었습니다, 고기의 질, 아기도 잘 먹는다, 맛이, 재방문의사, 재방문, 꿔바로우 맛있음, 맛 야무졌다, 옥수수온면이 맛있었음, 맨날 맛있다, 양꼬치 맛집, 누린내도 없어서, 양꼬치 인생맛집, 재방문 의사, 고기 신선, 양꼬치, 마라 양갈비, 마라갈비가 새로운 맛, 고기 육즙, 고기의 크기, 신선한, 맛도리 추천, 양꼬치 신선, 다들 맛있네요, 냄새 안나서 좋아요, 마라갈비, 양갈비 맛, 고기 두툼함, 정말맛잇어요, 온면, 맛있게 먹고, 옥수수온면, 맛있음, 마라온면 맛있다, 맛있어요, 맛있게, 양꼬치와 온면 조합, 맛집, 냄새 안남, 양고기 비린내 없음, 만족스러워요, 고기 질, 고기 부드럽고 쫄깃해요, 맛, 계란탕 해장 좋음, 강추, 꿔바로우 맛, 맛있었어요, 마라양꼬치 맛있음, 고기는 신선하고 특유의 냄새도 잘 잡혀 있어, 맛있습니다, 맛있었다, 기본 양꼬치, 맛있다, 맛있게 잘 먹었습니다, 꿔바로우, 맛있는 음식, 양고기 맛, 넘넘 맛나용, 온면 꿔바로우, 신촌 양꼬치 맛집, 양꼬치 맛있다, 양고기 미친듯이 맛있음, 고기와 옥수수온면, 성공적인 방문, 온면 맛, 잡내도 없고 맛있네요, 맛있게 먹다, 잡내가 없다, 양꼬치의 고소하고 풍미 깊은 맛, 고기 냄새 없음, 마라양꼬치 맛, 어향가지 맛있음, 냄새도 안나고","명성양꼬치는 양고기의 잡내가 없고 맛있으며, 특히 옥수수온면과 다양한 마라 요리가 인기가 많습니다."
명성양꼬치 본점,Positive,위생,"위생적 느낌, 매장 안이 깨끗하다, 가게 내부 깔끔하고 조용해요, 식당 청결도, 기계도 모두 청결하다","가게 내부는 깔끔하고 위생적이라는 느낌이 들며, 기계도 모두 청결하게 관리되고 있습니다."
명성양꼬치 본점,Positive,서비스,"사장님 친절하다, 직원분, 직원분 모두 친절하시고, 사장님 인상, 친절하고, 직원 서비스, 친절함, 친절, 직원 친절함, 사장님들 한상 홀 신경, 사장님 친절",직원분들이 모두 친절하고 세심하게 신경을 써주셔서 방문할 때마다 기분이 좋습니다.
명성양꼬치 본점,Positive,분위기,"분위기, 데이트 하기 좋은 장소, 기분도 좋아집니다, 가게 분위기, 장소 선택",명성양꼬치는 분위기가 좋아 데이트 장소로 명성 있는 곳입니다.
명성양꼬치 본점,Positive,가성비,"가격도 저렴, 가격, 비주얼, 맥주 도둑, 2인 방문해도 좋아요","가격이 저렴하여 가성비가 훌륭하며, 2인 방문에도 무리가 없습니다."
명성양꼬치 본점,Negative,맛,"메뉴 줄어듦, 꿔바로우는 그냥 그렇고, 고기 질, 양고기 냄새, 질기고, 맛, 메뉴가지수 부족","고기의 질이 별로고 양고기에서 냄새가 나며, 꿔바로우의 맛도 기대에 못 미쳐요."
명성양꼬치 본점,Negative,위생,,
명성양꼬치 본점,Negative,서비스,"서비스 타이밍, 꿔바로우 기다림, 온면 기다림, 햇반을 그대로 공기밥으로 주는 것, 밥그릇에 옮겨주지 않은 것","서비스 타이밍이 맞지 않고, 꿔바로우와 온면을 기다려야 했으며 햇반과 공기밥의 서비스가 미흡합니다."
명성양꼬치 본점,Negative,분위기,"사람이 많은, 모임하기 덥고 협소, 사람 너무 많다, 장소는 넓진 않아요",사람이 너무 많아 장소가 협소하고 덥습니다.
명성양꼬치 본점,Negative,가성비,"비싸다, 가격 비싸다, 가격, 비싸요, 양줄음, 꿔바로우 양 적다, 가격오름",가격이 비싸진 반면 양이 줄어들어 가성비가 떨어집니다.
무초타코,Positive,맛,"재료 신선하고 맛있어요, 새우 맛, 망고살사, 토핑, 고기 간이, 너무 맛있네요, 멕시코에서 먹던 그맛, 꼬리까지 바삭바삭, 부담없이 맛있다, 맛있었어용, 바삭함, 정말 맛있어요, 새우 통통, 맛있어, 맛있는 회기 타코집, 맛있어서, 새우에 망고소스, 상큼하고 신선한 타코, 음식 신선도, 맛있어용, 제입맛에 딱, 맛있는 브리또, 돼지브리또 맛, 새우 타코, 맛있고 좋아요, 새우 돼지 소 타코, 강추, 맛있은 타코집, 향이 너무 좋음, 타코맛집, 새우, 신선한 음식, 맛있습니다, 신선한 재료, 맛있다, 맛있고, 음식이 맛있다, 새우도 탱글탱글해서 대존맛탱, 통새우 살도 뽀독뽀독, Muy delicioso, 맛있게 먹었어요, 멕시코의 정취가 느껴지는 맛, 맛있는 멕시코 음식, 맛있는 음식, 맛있는 음식, 맛있는 타코, 맛있는 음식, 맛있게 먹다, 맛있게, 맛있습니다, 매일 가고파요, 맛있다, 맛도 있고, 너무 맛있음, 타코도 재료도 푸짐하구 소스도 많아서 넘 맛있었습니다, 새우브리또, 새우타코, 맛있다는 후기, 맛있어요, 퀘사디아 맛, 맛있다는 후기, 맛있어요, 양도 많고 맛나요","재료가 신선하고 다양한 맛의 새우, 멕시코에서 먹던 맛을 그대로 느낄 수 있어 너무 맛있습니다."
무초타코,Positive,위생,"매장 깔끔, 매장 깔끔함, 비닐 장갑 구비, 깔끔하교, 식기 제공",
무초타코,Positive,서비스,"아이와 함께 좋아함, 어머니랑 왔는데 엄마도 넘 좋아하셨어요, 단골 될 것 같아요, 최애 타코집, 다시 방문하고 싶다, 직원이 착하세요, 또 오겠습니다, 매장도 꼭 가보려고요, 재방문 하려고요, 매장에서 먹기 좋아요, 사장님이 엄청 친절하시네요, 알바생이 친절하다, 사장님 친절, 친구도 잘 먹음, 직원 친절","직원이 친절하고 가족과 함께 방문하셔도 좋으며, 재방문 의사가 들 정도로 서비스가 좋습니다."
무초타코,Positive,분위기,"분위기, 분위기 좋고, 매장 내부 분위기, 조명과 음악, 매장 아늑함, 편안한 분위기, 작지만 아늑하고 분위기 좋은 타코가게, 매장 넓음",아늑하고 편안한 분위기의 매장은 조명과 음악으로 더욱 좋은 기운을 줍니다.
무초타코,Positive,가성비,"가성비도 좋고 넘넘 추천, 양 충분, 가격도 더 싸고, 서울 타코 집 원탑, 가성비, 갓성비, 양도 많고 너무 맛있게 먹었습니당, 듦든함, 많은 양, 배터지게 먹고 옵니다, 비싼편은 아니라고 봅니다",합리적인 가격에 많은 양을 제공하여 가성비가 뛰어납니다.
무초타코,Negative,맛,"새우타코, 평범한 맛",
무초타코,Negative,가성비,"비싸다, 양이 좀 아쉬움, 가격, 나초 조금 주시고",새우타코는 가격에 비해 양이 적고 다소 비싸게 느껴집니다.
무초타코,Negative,서비스,,
무초타코,Negative,위생,,
무초타코,Negative,분위기,,
미스터서왕만두,Positive,맛,"만두 추천, 고기 식감도 야무지다, 육즙 풍부, 푸짐하게 맛있다, 새우만두 군만두 진짜 맛있을 것 같다, 맛 보장 만두, 담날 에프 돌려먹어도 똑같이 맛있어효, 맛있는 만두, 개꿀맛, 바삭하게 잘 먹었습니다, 새로운 매력, 최고에요, 소롱보 맛, 만두 최고, 맛있어서, 맛있는, 만두가 맛있는, 홍콩 여행이 떠오르는 맛, 군만두 포장, 만두 맛, 개존맛, 깔끔한 맛, 느끼하지 않고 담백한 맛, 진한 국물, 맛있게 먹었어서, 소울 샤오롱바오, 새우 탱글탱글, 만두와의 조화, 가끔씩 먹기 좋다, 만두에 육즙 듬뿍, 튀긴 만두, 소룡포 맛있어요, 최고의 만두, 양 많고 행복하고, 군만두 담백함, 딘타이펑 보다 맛있음, 서왕만두는 찐임, 크고 맛있는 소롱보, 만족스러운 식사, 군만두 맛있고, 진한고기육즙, 맛있습니다, 고기속, 만두 수제비, 맛있다, 육즙팡팡, 바삭한 튀김옷, 무 장아찌가 진짜 요물이에요, 녹진한 국물과 만두소, 군만두 바삭함, 포장 맛, 군만두 맛, 맛있게 먹었어요, 찐만두 포장, 군만두 바삭함, 최고, 가족들과 맛있게 먹었습니다, 찐만두 최고, 소룡보, 환상의 맛, 한입가득 먹을 수 있는, 소룡포 이 가격에 이 퀄리티, 너무 맛있어, 전반적으로 좋습니다, 가성비 좋은듯, 만두 모두 맛있음, 강추해요, 군만두 소룡포 새우만두, 맛있고 가성비도 좋아요, 넘 맛있네요",이곳의 만두는 육즙이 풍부하고 담백하며 여러 메뉴들이 모두 맛있어서 많은 사람들이 추천하는 맛집입니다.
미스터서왕만두,Positive,서비스,,
미스터서왕만두,Positive,위생,"청결, 물병 청결, 하루종일 음쓰냄새 안 남, 위생, KF94 마스크 착용",식당의 청결 상태가 우수하며 KF94 마스크 착용 등 위생 관리를 철저히 하고 있습니다.
미스터서왕만두,Positive,가성비,"가격, 싸고 맛있는 만두, 가성비, 저렴한 가격, 가격은 착한 편, 가격도 착함, 냉동만두 튀기거나 쪄서 내줘도 이보단 비싸게 받는 시대, 가성비 미쳤음",만두의 가격이 매우 착하고 가성비가 훌륭해서 고객들이 만족스러워합니다.
미스터서왕만두,Positive,분위기,"분위기, 음악, 홍콩 여행이 떠오르는 맛, 혼자 만두에 혼술 하기 좋은곳, 혼밥하기 좋다",
미스터서왕만두,Negative,맛,"육즙이 너무 많아서 느끼하다, 소룡포 피 두껍다, 맛 살짝 안느껴짐, 쇠고기 향, 해물탕 해산물 비린내, 군만두 아쉬웠습니다, 맛없다, 핵노맛, 생강 맛, 소가 너무 고기고기함, 소룡포가 터짐, 샤오롱바오 피 두꺼움, 고기에서 냄새","소룡포의 피가 두껍고, 육즙이 너무 많아 느끼하며, 해산물의 비린내가 나는 해물탕 등 전반적으로 맛이 실망스러웠습니다."
미스터서왕만두,Negative,서비스,"주문받는 분 불친절, 서비스 아쉬움, 매우 불친절, 홀 직원 부족, 늦게 들어온 분 주문 먼저 받음, 점원 무뚝뚝함",홀 직원이 부족하고 서비스가 불친절하여 고객 응대가 아쉬웠습니다.
미스터서왕만두,Negative,위생,"주방 냄새, 셀프바 위생, 위생 아쉬움, 벌레, 이물질, 간장통 세척",주방에서 냄새가 나고 셀프바 및 간장통의 위생 관리가 부족하며 벌레와 이물질이 발견되었습니다.
미스터서왕만두,Negative,가성비,"배민 포장 주문 가격 홀 가격보다 비싸요, 가격이 올랐고찐만두 크기가 작아져, 양이 조금 부족, 해물탕 비싼 편, 칭따오 하나에 6천원",포장 주문이 홀 가격보다 비싸고 만두의 크기가 작아졌으며 해물탕은 비싼 편이라 가성비가 좋지 않았습니다.
미스터서왕만두,Negative,분위기,"좁은 매장, 테이블은 작고 수가 많지 않다, 내부, 미지근한 맥주",
번패티번 외대점,Positive,맛,"푸짐하고 맛있어요, 감튀 넘 맛있다, 고기 두껍고 육즙, 음식 맛있음, 맛도 좋아, 고기맛 아주 잘 느껴져요, 대표맥주 맛있다, 맛이 좋다, 야채랑 소스 조화, 감칠맛, 햄버거 고기, 맛있었고, 음식이 따듯하다, 수제버거 맛, 맛있어서, 버거 맛있고 감자튀김 훌륭, 버거파티, 고소한 번과 맛있는 패티 소스 및 야채의 조화가 훌륭하다, 패티 불맛, 패티 육즙, 맛있는 햄버거, 맛있는 옥수수 프라이, 맛있어서 자주 찾는, 버거 맛, 고기 맛, 맛있어요, 불향, 제 입맛엔 하와이안버거가 더 맛있었어요, 맛이 적당한 편, 브리오쉬번이 너무 맛있어요, 고기도 촉촉해요, 맛있다, 수제 버거 풍미, 고급 버거, 햄버거 맛집, 고기 질이 좋았다, 맛있게 먹음, 감자튀김 잘 튀겨짐, 항상 맛있고, 맛있는 버거, 과카몰리가 넉넉하게 들어있어요, 감자튀김과 고구마튀김 맛, 트리플머쉬룸 맛, 재료가 알차고 맛있음, 항상 친절하신 직원분들, 치킨텐더도 겁나 밋잇음요, 감튀와의 조합, 야채도 신선해서 아삭거리고요, 브리오쉬 빵 굽기, 고기맛, 빵이 바삭하고 맛있었다","번패티번의 버거는 특히 돋보이는 햄버거 고기의 육즙과 신선한 야채, 그리고 브리오쉬 번의 맛이 조화롭게 어우러져 최고 수준의 맛을 자랑합니다."
번패티번 외대점,Positive,위생,"청결도, 매장이 엄청 깔끔하고, 매장 깨끗, 매장 넓고 깨끗함, 매장 넓고 깨끗, 깨끗함, 매장이 넓고 깔끔하다, 깨끗한, 깔끔하다, 인테리도 깨끗하고",번패티번은 매장이 넓고 깔끔하여 항상 청결하게 유지되고 있어 편안하게 식사할 수 있는 환경을 제공합니다.
번패티번 외대점,Positive,서비스,"아이스크림 서비스, 매장 직원들도 엄청 친절해서, 직원분들이 엄청 친절, 친절한 직원, 사장님이 엄청 친절하심, 스텝분들 친절, 직원분들 친절, 항상 친절하신 직원분들, 직원 친절, 직원분들이 참 친절하세요",번패티번의 직원분들은 언제나 친절하고 세심하게 고객을 응대해주셔서 서비스에 대한 만족도가 높습니다.
번패티번 외대점,Positive,분위기,"내부 인테리어, 넓고 쾌적한 매장 분위기, 대화하기 좋다, 매장 실내 디자인, 쾌적한 분위기, 환해서 편안한 느낌, 매장 분위기, 넓고 쾌적함, 매장 쾌적, 장소 넓고 쾌적한, 쾌적하고 좋아요",번패티번은 인테리어가 아름답고 넓은 공간이 있어 대화하기 좋으며 매우 쾌적한 분위기를 제공합니다.
번패티번 외대점,Positive,가성비,"경제적 선택, 가격이 적당한 편, 저렴하다, 가격있는만큼 가치가 있음, 양 많다",번패티번은 가격이 적당하며 양도 많아 가성비 좋은 선택으로 고객들에게 인기를 끌고 있습니다.
번패티번 외대점,Negative,맛,"치즈후라이, 번패티번버거, 패티가 좀 짜서, 패티를 추가하니 소스의 맛이 잘 안느껴지네요, 채소맛 다채로운데 고기맛 덜 느껴져요, 야채가 적고 빵의 공기층, 육즙이 팡팡터지는 고기고기한 버거가 아닌","번패티번버거와 치즈후라이는 패티가 짜고 육즙이 부족하며, 다채로운 채소와 소스의 맛이 잘 느껴지지 않아 아쉬웠습니다."
번패티번 외대점,Negative,서비스,서비스,
번패티번 외대점,Negative,위생,청결,
번패티번 외대점,Negative,가성비,"대학가 상권 비싸다, 비교적 가격대, 쪼끔 비싸다, 비싸도, 고구마프라이즈 가격, 가격 대비 가치, 가격, 비싸지만, 가성비","대학가 상권이라 가격이 다소 비싸다는 평가가 있으며, 가성비 면에서 아쉬움이 큽니다."
번패티번 외대점,Negative,분위기,식당 분위기,
베브릿지 한국외대점,Positive,맛,"과일도 달달하고, 베브릿지 아사이볼, 아사이블루베리스무디볼, 담백하게, 건강한음식, 맛있어, 맛있습니다, 너무 맛있어서 5분컷, 사과바나나통밀그릭요거트토스트, 코코넛시나몬스무디 너무 맛있습니다",베브릿지 아사이볼과 아사이 블루베리 스무디볼은 과일의 단맛이 돋보이며 코코넛 시나몬 스무디 또한 맛있어 5분 만에 다 먹을 정도입니다.
베브릿지 한국외대점,Positive,서비스,"밤늦게까지 친절하게 응대, 얼굴 기억해주며 반갑게, 친절합니다, 직원 친절, 사장님 친절하게 안내해주셔서",밤늦게까지 친절한 응대뿐만 아니라 직원과 사장님의 세심한 안내가 인상적입니다.
베브릿지 한국외대점,Positive,위생,"매장이 깨끗해요, 깔끔한 인테리어, 깨끗하고 좋은 분위기, 어디까지나 위생",
베브릿지 한국외대점,Positive,가성비,"가성비 있는 카페, 가격 대비 맛과 퀄리티 뛰어남, 가성비 좋음",
베브릿지 한국외대점,Positive,분위기,"분위기, 가게 내 외관, 예쁜 인테리어, 아늑하고 조용한 분위기, 전통 있는 외대 분위기",가게 내 외관과 예쁜 인테리어 덕분에 전통 있는 외대 분위기와 조화된 아늑하고 조용한 공간입니다.
베브릿지 한국외대점,Negative,맛,"맛없어요, 초코칩, 손바닥만한 아사이볼, 음식 맛 경험, 음료 퀄리티, 기성품 맛, 믹스커피맛, 크림치즈 샌드위치, 시그니처 음료, 싸구려초코칩맛","초코칩과 믹스커피같이 느껴지는 기성품 맛이 나고, 손바닥만한 아사이볼처럼 음식의 맛이 형편없어 아쉬웠습니다."
베브릿지 한국외대점,Negative,위생,"날파리 문제, 주방 위생, 테이블 위생",
베브릿지 한국외대점,Negative,서비스,"봉지 던지면서 받아가라고 함, 알바생 싸가지없음, 늦어서 죄송하다, 인력 충원 필요, 기다림, 서비스 평범, 포레스티 줄 너무 길다",알바생의 무례함과 인력 부족으로 인해 포레스티 줄이 길고 서비스가 평범해 불편함을 느꼈습니다.
베브릿지 한국외대점,Negative,분위기,"공간, 의자, 높은 의자, 감성, 테이블 간격 좁은, 테이블 붙어있어",좁은 테이블 간격과 붙어있는 테이블 배열로 인해 공간의 감성을 느끼기 어려웠습니다.
베브릿지 한국외대점,Negative,가성비,"창렬화, 손바닥만한 아사이볼, 가격, 메뉴가 많이 사라짐, 버블티 안팔아서 아쉬웠어요",손바닥만한 아사이볼과 같은 양의 부족함으로 인해 가격 대비 가성비가 나쁘고 메뉴의 다양성도 사라져 아쉬웠습니다.
봄의정원 회기점,Positive,맛,"요리 맛있다, 로제파스타, 닭고기가 부드러웠어요, 무난한 맛, 음식이 이쁨, 버섯 크림 파스타, 음식 독특하면서 맛있다, 모든 메뉴 맛, 연두부 샐러드 싱싱하고 맛있음, 생일 케이크, 라자냐, 본매로우 라구 파스타, 진짜 맛있었어요, 맛이 훌륭하다, 음식이 너무 맛있고, 파스타 떡볶이, 머쉬룸 크림 파스타 맛, 떡볶이, 라구파스타, 버섯향, 면 익힘정도와 간, 크림도 맛있다, 맛있어요, 떡볶이 자체, 다 맛있었다, 구름떡볶이, 시그니처메뉴인 떡볶이, 볶음밥, 갓김치 볶음밥 먹어보고 싶어요, 수비드 오겹살, 버섯향이 강해요, 맛집, 파스타 맛, 파스타, 치즈가 듬뿍, 떡볶이 매움, 떡볶이 맛, 찹스테이크, 파스타면이 쫄깃해서, 구름떡볶이 맛, 머쉬룸 파스타, 개인적으로 제일 맛있었다, 버섯 들어간 크림 파스타, 연두부파스타샐러드, 맛있었어요, 맛있다, 쉬림프 스파이시 오일 파스타, 김치볶음밥에 고기도 많이 들어있다, 버섯 식감, 음식이 너무 맛있어서, 맛있게 잘 먹었습니다, 라구 파스타, 맛있게 먹었어요, 음식 맛, 오일파스타도 존맛, 파스타 맛집","음식들이 전반적으로 매우 맛있고 특히 버섯 크림 파스타와 구름떡볶이가 인상적이며, 다양한 메뉴들이 모두 훌륭한 맛을 자랑합니다."
봄의정원 회기점,Positive,위생,"가게가 깨끗하다, 깔끔했다, 매장 청결, 깔끔한 매장",
봄의정원 회기점,Positive,서비스,"직원분들이 친절, 직원분들 친절, 인상 좋은 직원, 친절하게 해주시고, 직원 친절, 친절",직원들이 매우 친절하여 방문 내내 기분 좋은 서비스를 받을 수 있었습니다.
봄의정원 회기점,Positive,분위기,"데이트하기 좋은 곳, 내부 인테리어, 분위기, 환경, 분위기가 넘 좋아서, 분위기도 좋고, 대학가만의 낭만, 좋다, 분위기 가성비 좋아요, 분위기가 차분하다, 눈이 즐겁다, 인테리어, 소개팅맛집, 데이트 장소, 매장 분위기, 매장 예쁨, 분위기 좋은 곳, 사진찍기 좋았어요, 항상 만족스러워요, 분위기가 너무 좋고, 소개팅 첫만남, 조용한 곳, 창가자리 안내, 기분 좋은 곳, 자연광, 참 좋은장소, 조용하고, 재방문하고 싶다, 맛집, 따뜻한 봄같은 공간","매장은 전체적으로 분위기가 좋아서 데이트 장소나 소개팅으로 적합하며, 따뜻하고 차분한 인테리어가 매력적입니다."
봄의정원 회기점,Positive,가성비,"와인콜키지 무료, 네이버에서 예약하면 음료쿠폰, 콜키지 한 병 무료, 양도 적지 않음, 음식 가성비",
봄의정원 회기점,Negative,맛,"구름 떡볶이, 음식, 떡볶이, 스테이크, 크림치즈, 포크스테이크, 옥수수 퓌레랑 크림치즈 조합, 플레이팅, 맛 짜다, 불닭 소스, 수비드 오겹 스테이크, 매운 봉골레, 흰목이 버섯, 맛없는 생크림 토마토, 떡볶이 술안주, 김치볶음밥 돼지고기 잡내","떡볶이와 스테이크 요리의 맛이 좋으나, 불닭 소스는 너무 맵고 김치볶음밥에서는 돼지고기 잡내가 느껴졌습니다."
봄의정원 회기점,Negative,위생,,
봄의정원 회기점,Negative,서비스,"직원 친절함, 특별한 서비스 없음, 친절한 느낌 없다, 직원 설명 부족, 서빙 혼자, 음식이 늦게 나옴","직원이 친절하지 않고 설명이 부족하며, 음식이 늦게 나오는 등 서비스에서 아쉬움이 많았습니다."
봄의정원 회기점,Negative,분위기,"뷰는 멀리 봐야 함, 살짝 어수선했던 분위기",
봄의정원 회기점,Negative,가성비,"떡뽁이 차, 음식 양, 가격이 좀 비싸요, 음식 조화, 양이 부족",음식의 양이 부족하고 가격이 다소 비싸서 가성비가 아쉬웠습니다.
브레드칸 청량리점,Positive,맛,"쫀득쫀득, 생크림빵, 하나같이 맛있어요, 고로케, 빵도 싸면서 골고루 맛있어서, 슈크림 빵, 하얀크림빵, 빵 맛있다, 생크림스틱 맛, 멜론빵, 빵 맛도 좋네요, 찹쌀꽈배기, 옛날 맛, 생크림스틱 부드럽고 포근하고 달달, 꿀꽈배기 빵 버전, 크림도넛, 맛 좋음, 메론빵 맛, 에그타르트 생도넛 공갈빵 옛날 샐러드빵 당근빵, 패스츄리, 고구마 케이크, 쫄깃쫄깃, 할미입맛 저격하는 빵, 크림빵, 프랜차이즈 빵집에서 보기 드문, 살살 녹아요, 맛있음, 케이크 맛있다, 빵 맛, 빵이 여전히 맛있어요, 잡곡식빵도 고소하고, 부드럽다, 사라다 맛있어요, 밤식빵, 맛나요, 너무 맛있었어요, 양도 많구, 진짜 맛있어요, 평소 맛있다, 호밀빵, 잡곡식빵, 슈크림, 맛, 다른 빵들 맛있음, 소보르 좋아해, 싸고 맛있다, 한여름, 맛집, 크림도넛 만족도 높고 맛있었어요, 가격 착해요, 맛있었어요, 깨찰빵, 부드러운 맛, 크로와상, 기대됩니다, 맛있게 잘 먹어왔는데, 메론크림빵, 앙버터, 화이트롤 맛있음, 좋아하는 빵, 슈크림빵, 생크림 빵, 맘모스빵, 맛있는 빵, 사라다빵 맛있다, 생크림스틱, 다른 빵도 먹어보고 싶어요, 생크림 스틱, 크림치즈 브레드 촉촉쫄깃 버터리, 미니샌드위치빵은 야채가 엄청싱싱하고, 생크림스틱빵 유명하다","이 빵집은 쫀득쫀득한 생크림빵과 슈크림빵이 특히 맛있으며, 찹쌀꽈배기와 크림치즈 브레드도 부드럽고 고소합니다."
브레드칸 청량리점,Positive,위생,,
브레드칸 청량리점,Positive,서비스,"사장님이 알바생에게 점심 사주다, 사장님 엄청 친절하시고, 친절한 사장님, 친절한 사장님과 사모님, 친절한 서비스, 사장님친절, 친절, 친절하시고, 사장님 친절, 직원 친절, 친절하세요",사장님과 직원들이 매우 친절하여 방문객들은 따뜻한 서비스를 경험합니다.
브레드칸 청량리점,Positive,분위기,,
브레드칸 청량리점,Positive,가성비,"빵도 싸면서 골고루 맛있어서, 카드결제하기 미안할정도로 싸요, 가격, 가성비, 가격대도 저렴허고, 가격도 너무 좋고, 가성비 좋은 빵집, 가격 대비, 저렴하다, 가격도 착하고, 가격 저렴, 가격이 저렴한, 싸고 맛있다, 가격 착해요, 가격 저렴하다","여기 빵집은 가격이 매우 저렴하여 가성비가 뛰어나며, 다양한 빵들이 맛있어서 부담없이 즐길 수 있습니다."
브레드칸 청량리점,Negative,맛,"샐러드 빵, 예상가능한 맛, 맛이 없네요, 초코 들어간 빵 별루 없음, 일부러 찾아서 갈만한 맛, 미끌한 크림, 눅눅해서 안 잘리고 뭉쳐서 굳은 부분, 빵 기름 묻다, 너무 달다, 맛은 투박함, 식물성 잘 안맞다, 고로께와 모닝빵 잘 안맞고요, 재료 질이 좋지 않다, 크림스틱 평범, 소금빵 별로, 너무 달아서 피곤하다","빵의 맛이 전반적으로 예상을 벗어나지 않으며, 특히 크림이 미끌하고 단맛이 지나쳐 불쾌합니다."
브레드칸 청량리점,Negative,위생,"청결, 설사, 재고관리, 서랍에 있는 가위로 빵을 자르다, 가위를 종이로 닦다","위생 상태가 좋지 않아 설사를 하는 경우가 발생하고, 빵을 자르는 도구의 사용이 비위생적입니다."
브레드칸 청량리점,Negative,서비스,"직원 친절 부족, 포장, 추천 할만한 빵은 없는듯, 면박, 사장님이 직원분을 혼내셔서",직원의 친절도가 부족하며 포장 서비스도 미흡하여 추천할만한 부분이 없습니다.
브레드칸 청량리점,Negative,분위기,동네 환경,
브레드칸 청량리점,Negative,가성비,"가격대비, 빵 가격, 가격, 시장이 더 싸다",
